     670      671     617       1
     372      416     373       1
     173      172     206       1
     410      366     409       1
    1293     1270    1292       1
    1287     1288    1264       1
    1282     1257    1281       1
    1276     1277    1251       1
       9       17      18       1
     111       86     110       1
     980      924     979       1
    1114     1067    1066       1
    1092     1046    1045       1
    1087     1042    1041       1
     828      778     777       1
     675      676     623       1
     292      293     252       1
      94      120      95       1
      56       57      40       1
     424      381     380       1
     405      360     404       1
     552      499     551       1
     657      656     712       1
     165      197     198       1
    1106     1059    1058       1
    1100     1054    1053       1
     960      905     959       1
     971      915     970       1
    1079     1034    1033       1
     941      942     888       1
     684      631     683       1
     950      896     949       1
     300      301     260       1
     157      189     190       1
     267      309     268       1
     529      530     479       1
     692      639     638       1
     697      643     642       1
     703      648     647       1
     543      544     491       1
     566      619     567       1
     615      563     562       1
     771      770     822       1
     418      464     465       1
     288      289     248       1
     461      414     460       1
     241      204     240       1
     208      244     245       1
     114      115      90       1
     364      322     321       1
     506      505     558       1
     325      368     326       1
    1268     1242    1241       1
    1326     1325    1336       1
    1245     1272    1246       1
    1238     1266    1239       1
    1262     1235    1234       1
    1323     1322    1334       1
    1255     1227    1226       1
    1319     1318    1331       1
    1230     1259    1231       1
    1223     1253    1224       1
    1249     1220    1219       1
    1316     1315    1329       1
      44       43      61       1
      20       32      33       1
       7        2       6       1
      84       63      83       1
     169      168     202       1
      66       88      67       1
     922      868     867       1
    1072     1071    1119       1
     871      926     872       1
     974      975     919       1
    1161     1112    1160       1
    1116     1164    1165       1
     955      956     901       1
    1138     1090    1137       1
    1094     1141    1142       1
     953      954     900       1
    1132     1085    1131       1
    1089     1135    1136       1
     679      680     627       1
     878      826     877       1
     830      881     882       1
     573      625     574       1
     621      570     569       1
     774      773     824       1
     216      254     217       1
     250      213     212       1
     377      376     420       1
     122      150     151       1
      52       53      36       1
     147      118     146       1
      59       79      80       1
      38       25      24       1
      99       98     124       1
     296      297     256       1
     469      422     468       1
     426      472     473       1
     358      315     357       1
     503      502     556       1
     318      362     319       1
     497      448     447       1
     661      660     716       1
     554      609     610       1
     762      710     761       1
     714      765     766       1
     547      548     495       1
     272      271     313       1
     200      236     237       1
     163      134     133       1
     966      967     911       1
    1153     1104    1152       1
    1108     1156    1157       1
     963      964     909       1
    1146     1098    1145       1
    1102     1149    1150       1
     903      850     849       1
    1050     1049    1096       1
     853      907     854       1
     913      859     858       1
    1063     1062    1110       1
     862      917     863       1
     945      946     892       1
    1124     1077    1123       1
    1081     1127    1128       1
     837      890     838       1
     886      834     885       1
    1030     1029    1075       1
     629      578     577       1
     782      781     832       1
     686      735     736       1
     894      842     841       1
    1038     1037    1083       1
     845      898     846       1
     303      345     346       1
     258      221     220       1
     385      384     428       1
     264      263     305       1
     129      159     130       1
     155      126     154       1
     311      353     354       1
     193      194     161       1
     350      307     349       1
     433      481     434       1
     477      430     476       1
     635      634     688       1
     533      534     483       1
     740      690     739       1
     694      743     744       1
     535      536     484       1
     746      695     745       1
     699      749     750       1
     538      539     486       1
     753      701     752       1
     705      756     757       1
     443      493     444       1
     489      440     439       1
     653      652     708       1
     564      617     565       1
     719      670     669       1
     672      671     721       1
     331      373     374       1
     371      372     329       1
     463      416     462       1
     243      206     242       1
     143      173     174       1
     171      172     141       1
     455      409     408       1
     411      410     457       1
     323      366     324       1
    1310     1292    1291       1
    1294     1293    1312       1
    1243     1270    1244       1
    1236     1264    1237       1
    1306     1287    1286       1
    1289     1288    1308       1
    1301     1281    1280       1
    1283     1282    1303       1
    1228     1257    1229       1
    1221     1251    1222       1
    1297     1276    1275       1
    1278     1277    1299       1
      31       18      30       1
       3        9      10       1
      28       17      16       1
     137      110     109       1
     112      111     139       1
      64       86      65       1
    1024      979     978       1
     981      980    1026       1
     869      924     870       1
    1065     1066    1019       1
    1163     1114    1162       1
    1021     1067    1068       1
    1044     1045     999       1
    1140     1092    1139       1
    1001     1046    1047       1
    1040     1041     996       1
    1134     1087    1133       1
     998     1042    1043       1
     776      777     727       1
     880      828     879       1
     729      778     779       1
     571      623     572       1
     723      675     674       1
     677      676     725       1
     214      252     215       1
     333      292     291       1
     294      293     335       1
      73       95      96       1
      93       94      71       1
     149      120     148       1
      26       40      41       1
      75       56      55       1
      78       57      77       1
     379      380     337       1
     471      424     470       1
     339      381     382       1
     451      404     403       1
     406      405     453       1
     316      360     317       1
     605      551     550       1
     608      552     607       1
     449      499     500       1
     764      712     763       1
     603      657     658       1
     655      656     601       1
     235      198     234       1
     135      165     166       1
     232      197     196       1
    1057     1058    1011       1
    1155     1106    1154       1
    1013     1059    1060       1
    1052     1053    1007       1
    1148     1100    1147       1
    1009     1054    1055       1
    1003      959     958       1
     961      960    1005       1
     851      905     852       1
    1015      970     969       1
     972      971    1017       1
     860      915     861       1
    1032     1033     988       1
    1126     1079    1125       1
     990     1034    1035       1
     835      888     836       1
     984      941     940       1
     943      942     986       1
     731      683     682       1
     734      684     733       1
     579      631     632       1
     992      949     948       1
     951      950     994       1
     843      896     844       1
     222      260     261       1
     341      300     299       1
     344      301     343       1
     191      190     226       1
     127      157     128       1
     224      189     188       1
     230      268     269       1
     266      267     228       1
     352      309     351       1
     431      479     432       1
     581      529     528       1
     531      530     583       1
     637      638     585       1
     742      692     741       1
     587      639     640       1
     641      642     588       1
     748      697     747       1
     590      643     644       1
     646      647     592       1
     755      703     754       1
     594      648     649       1
     441      491     442       1
     597      543     542       1
     545      544     599       1
     515      567     568       1
     565      566     513       1
     673      619     672       1
     561      562     509       1
     669      615     668       1
     511      563     564       1
     875      822     874       1
     721      771     772       1
     769      770     719       1
     466      465     515       1
     374      418     375       1
     513      464     463       1
     247      248     211       1
     329      288     328       1
     290      289     331       1
     509      460     508       1
     462      461     511       1
     413      414     371       1
     279      240     239       1
     242      241     281       1
     170      204     171       1
     246      245     285       1
     174      208     175       1
     283      244     243       1
      68       90      69       1
     141      114     113       1
     116      115     143       1
     320      321     279       1
     408      364     407       1
     281      322     323       1
     613      558     612       1
     457      506     507       1
     504      505     455       1
     285      326     327       1
     324      325     283       1
     412      368     411       1
    1240     1241    1209       1
    1291     1268    1290       1
    1211     1242    1243       1
    1343     1336    1342       1
    1312     1326    1327       1
    1324     1325    1310       1
    1215     1246    1247       1
    1244     1245    1213       1
    1295     1272    1294       1
    1207     1239    1240       1
    1237     1238    1205       1
    1290     1266    1289       1
    1233     1234    1201       1
    1286     1262    1285       1
    1203     1235    1236       1
    1342     1334    1341       1
    1308     1323    1324       1
    1321     1322    1306       1
    1225     1226    1178       1
    1280     1255    1279       1
    1180     1227    1228       1
    1340     1331    1339       1
    1303     1319    1320       1
    1317     1318    1301       1
    1184     1231    1232       1
    1229     1230    1182       1
    1284     1259    1283       1
    1176     1224    1225       1
    1222     1223    1174       1
    1279     1253    1278       1
    1218     1219    1170       1
    1275     1249    1274       1
    1172     1220    1221       1
    1339     1329    1338       1
    1299     1316    1317       1
    1314     1315    1297       1
      82       61      81       1
      30       44      45       1
      42       43      28       1
      34       33      49       1
      10       20      11       1
      47       32      31       1
      13        6      12       1
      16        7      15       1
       1        2       3       1
     106       83      82       1
     109       84     108       1
      45       63      64       1
