      76       56      75       1
     148      123     122       1
     344      334     333       1
     330      342     331       1
     339      327     326       1
     323      337     324       1
     137      165     138       1
      64       85      86       1
     271      248     247       1
     285      286     262       1
     288      289     264       1
     279      280     257       1
     196      197     169       1
     140      167     141       1
      14        6      13       1
      54       38      37       1
     146      120     119       1
     171      172     144       1
     191      162     190       1
      72       52      71       1
     281      282     258       1
     292      293     268       1
     266      243     242       1
     260      238     237       1
     275      276     253       1
     229      251     230       1
     176      177     150       1
     255      234     233       1
      47       66      48       1
      10       19      20       1
       7       15      16       1
      89       90      68       1
      82       61      81       1
     160      133     132       1
     183      155     182       1
      42       41      59       1
      57       77      78       1
     126      152     127       1
     180      181     154       1
     157      185     186       1
      97       75      74       1
      84       76      99       1
      39       56      45       1
     121      122      97       1
     175      148     174       1
      99      123     124       1
     332      333     309       1
     351      344     350       1
     311      334     335       1
     307      331     332       1
     329      330     305       1
     350      342     349       1
     325      326     302       1
     348      339     347       1
     304      327     328       1
     300      324     325       1
     322      323     298       1
     347      337     346       1
     111      138     139       1
     136      137     109       1
     194      165     193       1
      87       86     111       1
      50       64      46       1
     109       85      91       1
     240      247     219       1
     296      271     287       1
     221      248     249       1
     239      262     240       1
     309      285     284       1
     287      286     311       1
     246      264     241       1
     313      288     295       1
     290      289     315       1
     235      257     246       1
     302      279     278       1
     295      280     304       1
     142      169     143       1
     224      196     195       1
     198      197     226       1
     115      141     142       1
     139      140     113       1
     195      167     194       1
      23       13      17       1
      18       14      25       1
       2        6       3       1
      36       37      23       1
      74       54      73       1
      25       38      39       1
     118      119      93       1
     174      146     173       1
      95      120     121       1
     135      144     118       1
     199      171     192       1
     173      172     201       1
     219      190     189       1
     192      191     221       1
     134      162     135       1
      93       71      83       1
      73       72      95       1
      44       52      36       1
     245      258     236       1
     305      281     294       1
     283      282     307       1
     244      268     245       1
     317      292     291       1
     294      293     319       1
     241      242     214       1
     291      266     290       1
     216      243     244       1
     236      237     210       1
     284      260     283       1
     212      238     239       1
     231      253     232       1
     298      275     274       1
     277      276     300       1
     205      230     231       1
     228      229     203       1
     274      251     273       1
     143      150     125       1
     203      176     198       1
     178      177     205       1
     232      233     207       1
     278      255     277       1
     209      234     235       1
      33       48      49       1
      46       47      31       1
      88       66      87       1
      22       20      33       1
       4       10       5       1
      31       19      21       1
      17       16      28       1
       5        7       2       1
      26       15      22       1
      49       68      51       1
     113       89      88       1
      92       90     115       1
     104       81      80       1
      83       82     106       1
      43       61      44       1
     129      132     104       1
     189      160     184       1
     106      133     134       1
     210      182     187       1
     184      183     212       1
     130      155     129       1
      80       59      79       1
      28       42      43       1
      40       41      26       1
      79       78     102       1
      51       57      40       1
     100       77      92       1
     102      127     128       1
     125      126     100       1
     179      152     178       1
     128      154     131       1
     207      180     179       1
     188      181     209       1
     187      186     216       1
     131      157     130       1
     214      185     188       1
      98       76      75       1
      63       56      76       1
      55       75      56       1
     147      148     122       1
     149      123     148       1
      98      122     123       1
     343      344     333       1
     345      334     344       1
     310      333     334       1
     306      330     331       1
     341      342     330       1
     343      331     342       1
     338      339     326       1
     340      327     339       1
     303      326     327       1
     299      323     324       1
     336      337     323       1
     338      324     337       1
     110      137     138       1
     164      165     137       1
     166      138     165       1
      65       64      86       1
      69       85      64       1
     110       86      85       1
     263      271     247       1
     272      248     271       1
     220      247     248       1
     261      285     262       1
     310      286     285       1
     263      262     286       1
     270      288     264       1
     314      289     288       1
     265      264     289       1
     256      279     257       1
     303      280     279       1
     270      257     280       1
     168      196     169       1
     225      197     196       1
     170      169     197       1
     114      140     141       1
     166      167     140       1
     168      141     167       1
      24       14      13       1
       9        6      14       1
       8       13       6       1
      53       54      37       1
      55       38      54       1
      24       37      38       1
     145      146     119       1
     147      120     146       1
      94      119     120       1
     163      171     144       1
     200      172     171       1
     145      144     172       1
     220      191     190       1
     163      162     191       1
     161      190     162       1
      94       72      71       1
      53       52      72       1
      62       71      52       1
     269      281     258       1
     306      282     281       1
     259      258     282       1
     267      292     268       1
     318      293     292       1
     269      268     293       1
     265      266     242       1
     267      243     266       1
     215      242     243       1
     259      260     237       1
     261      238     260       1
     211      237     238       1
     252      275     253       1
     299      276     275       1
     254      253     276       1
     204      229     230       1
     250      251     229       1
     252      230     251       1
     170      176     150       1
     204      177     176       1
     151      150     177       1
     254      255     233       1
     256      234     255       1
     208      233     234       1
      32       47      48       1
      65       66      47       1
      67       48      66       1
      12       10      20       1
      11       19      10       1
      32       20      19       1
       8        7      16       1
      12       15       7       1
      27       16      15       1
      67       89      68       1
     114       90      89       1
      70       68      90       1
     105       82      81       1
      62       61      82       1
      60       81      61       1
     156      160     132       1
     161      133     160       1
     105      132     133       1
     211      183     182       1
     156      155     183       1
     158      182     155       1
      60       42      59       1
      27       41      42       1
      58       59      41       1
      58       57      78       1
      70       77      57       1
     101       78      77       1
     101      126     127       1
     151      152     126       1
     153      127     152       1
     153      180     154       1
     208      181     180       1
     159      154     181       1
     158      157     186       1
     159      185     157       1
     215      186     185       1
      96       97      74       1
      98       75      97       1
      55       74      75       1
     108       84      99       1
      63       76      84       1
      98       99      76       1
      30       39      45       1
      55       56      39       1
      63       45      56       1
      96      121      97       1
     147      122     121       1
      98       97     122       1
     202      175     174       1
     149      148     175       1
     147      174     148       1
     108       99     124       1
      98      123      99       1
     149      124     123       1
     308      332     309       1
     343      333     332       1
     310      309     333       1
     353      351     350       1
     345      344     351       1
     343      350     344       1
     312      311     335       1
     310      334     311       1
     345      335     334       1
     308      307     332       1
     306      331     307       1
     343      332     331       1
     320      329     305       1
     341      330     329       1
     306      305     330       1
     353      350     349       1
     343      342     350       1
     341      349     342       1
     301      325     302       1
     338      326     325       1
     303      302     326       1
     352      348     347       1
     340      339     348       1
     338      347     339       1
     321      304     328       1
     303      327     304       1
     340      328     327       1
     301      300     325       1
     299      324     300       1
     338      325     324       1
     297      322     298       1
     336      323     322       1
     299      298     323       1
     352      347     346       1
     338      337     347       1
     336      346     337       1
     112      111     139       1
     110      138     111       1
     166      139     138       1
     116      136     109       1
     164      137     136       1
     110      109     137       1
     223      194     193       1
     166      165     194       1
     164      193     165       1
     112       87     111       1
      65       86      87       1
     110      111      86       1
      34       50      46       1
      69       64      50       1
      65       46      64       1
     116      109      91       1
     110       85     109       1
      69       91      85       1
     213      240     219       1
     263      247     240       1
     220      219     247       1
     312      296     287       1
     272      271     296       1
     263      287     271       1
     222      221     249       1
     220      248     221       1
     272      249     248       1
     213      239     240       1
     261      262     239       1
     263      240     262       1
     308      309     284       1
     310      285     309       1
     261      284     285       1
     312      287     311       1
     263      286     287       1
     310      311     286       1
     218      246     241       1
     270      264     246       1
     265      241     264       1
     321      313     295       1
     314      288     313       1
     270      295     288       1
     316      290     315       1
     265      289     290       1
     314      315     289       1
     218      235     246       1
     256      257     235       1
     270      246     257       1
     301      302     278       1
     303      279     302       1
     256      278     279       1
     321      295     304       1
     270      280     295       1
     303      304     280       1
     117      142     143       1
     168      169     142       1
     170      143     169       1
     223      224     195       1
     225      196     224       1
     168      195     196       1
     227      198     226       1
     170      197     198       1
     225      226     197       1
     117      115     142       1
     114      141     115       1
     168      142     141       1
     112      139     113       1
     166      140     139       1
     114      113     140       1
     223      195     194       1
     168      167     195       1
     166      194     167       1
      29       23      17       1
      24       13      23       1
       8       17      13       1
      30       18      25       1
       9       14      18       1
      24       25      14       1
       1        2       3       1
       8        6       2       1
       9        3       6       1
      29       36      23       1
      53       37      36       1
      24       23      37       1
      96       74      73       1
      55       54      74       1
      53       73      54       1
      30       25      39       1
      24       38      25       1
      55       39      38       1
     107      118      93       1
     145      119     118       1
      94       93     119       1
     202      174     173       1
     147      146     174       1
     145      173     146       1
      96       95     121       1
      94      120      95       1
     147      121     120       1
     107      135     118       1
     163      144     135       1
     145      118     144       1
     222      199     192       1
     200      171     199       1
     163      192     171       1
     202      173     201       1
     145      172     173       1
     200      201     172       1
     213      219     189       1
     220      190     219       1
     161      189     190       1
     222      192     221       1
     163      191     192       1
     220      221     191       1
     107      134     135       1
     161      162     134       1
     163      135     162       1
     107       93      83       1
      94       71      93       1
      62       83      71       1
      96       73      95       1
      53       72      73       1
      94       95      72       1
      29       44      36       1
      62       52      44       1
      53       36      52       1
     217      245     236       1
     269      258     245       1
     259      236     258       1
     320      305     294       1
     306      281     305       1
     269      294     281       1
     308      283     307       1
     259      282     283       1
     306      307     282       1
     217      244     245       1
     267      268     244       1
     269      245     268       1
     316      317     291       1
     318      292     317       1
     267      291     292       1
     320      294     319       1
     269      293     294       1
     318      319     293       1
     218      241     214       1
     265      242     241       1
     215      214     242       1
     316      291     290       1
     267      266     291       1
     265      290     266       1
     217      216     244       1
     215      243     216       1
     267      244     243       1
     217      236     210       1
     259      237     236       1
     211      210     237       1
     308      284     283       1
     261      260     284       1
     259      283     260       1
     213      212     239       1
     211      238     212       1
     261      239     238       1
     206      231     232       1
     252      253     231       1
     254      232     253       1
     297      298     274       1
     299      275     298       1
     252      274     275       1
     301      277     300       1
     254      276     277       1
     299      300     276       1
     206      205     231       1
     204      230     205       1
     252      231     230       1
     227      228     203       1
     250      229     228       1
     204      203     229       1
     297      274     273       1
     252      251     274       1
     250      273     251       1
     117      143     125       1
     170      150     143       1
     151      125     150       1
     227      203     198       1
     204      176     203       1
     170      198     176       1
     206      178     205       1
     151      177     178       1
     204      205     177       1
     206      232     207       1
     254      233     232       1
     208      207     233       1
     301      278     277       1
     256      255     278       1
     254      277     255       1
     218      209     235       1
     208      234     209       1
     256      235     234       1
      35       33      49       1
      32       48      33       1
      67       49      48       1
      34       46      31       1
      65       47      46       1
      32       31      47       1
     112       88      87       1
      67       66      88       1
      65       87      66       1
      35       22      33       1
      12       20      22       1
      32       33      20       1
       1        4       5       1
      11       10       4       1
      12        5      10       1
      34       31      21       1
      32       19      31       1
      11       21      19       1
      29       17      28       1
       8       16      17       1
      27       28      16       1
       1        5       2       1
      12        7       5       1
       8        2       7       1
      35       26      22       1
      27       15      26       1
      12       22      15       1
      35       49      51       1
      67       68      49       1
      70       51      68       1
     112      113      88       1
     114       89     113       1
      67       88      89       1
     117       92     115       1
      70       90      92       1
     114      115      90       1
     103      104      80       1
     105       81     104       1
      60       80      81       1
     107       83     106       1
      62       82      83       1
     105      106      82       1
      29       43      44       1
      60       61      43       1
      62       44      61       1
     103      129     104       1
     156      132     129       1
     105      104     132       1
     213      189     184       1
     161      160     189       1
     156      184     160       1
     107      106     134       1
     105      133     106       1
     161      134     133       1
     217      210     187       1
     211      182     210       1
     158      187     182       1
